id,prediction
0,0.33366877
1,0.5630131
2,0.13526823
3,0.31143612
4,0.0670373
5,0.59837776
6,0.009979937
7,0.08991929
8,0.14936906
9,0.15591228
10,0.21492952
11,0.30761674
12,0.8860014
13,0.04853127
14,0.34717864
15,0.7780388
16,0.12749183
17,0.7926997
18,0.688675
19,0.45661315
20,0.7648099
21,0.09300323
22,0.061021138
23,0.31954005
24,0.10828844
25,0.5498731
26,0.94794095
27,0.87387353
28,0.55201054
29,0.22780466
30,0.5038897
31,0.6028734
32,0.8416181
33,0.26961926
34,0.19866379
35,0.4726523
36,0.056233093
37,0.57399863
38,0.5771182
39,0.13225725
40,0.73071027
41,0.19260105
42,0.16332722
43,0.5084582
44,0.554118
45,0.3361176
46,0.7977868
47,0.23345035
48,0.9454747
49,0.7505938
50,0.510898
51,0.18128885
52,0.2324649
53,0.14306757
54,0.40271413
55,0.060297877
56,0.75088394
57,0.9365291
58,0.030173032
59,0.12588838
60,0.85102236
61,0.96437377
62,0.6469284
63,0.21727705
64,0.10619264
65,0.27217394
66,0.722432
67,0.19932362
68,0.1351185
69,0.39983588
70,0.6024044
71,0.8767838
72,0.19869867
73,0.3276516
74,0.19778347
75,0.5976447
76,0.23155639
77,0.21692896
78,0.46075788
79,0.64198923
80,0.27961454
81,0.30987686
82,0.51308286
83,0.89965963
84,0.90851325
85,0.104271606
86,0.39434013
87,0.21004245
88,0.50388956
89,0.284769
90,0.28398517
91,0.04477474
92,0.2929631
93,0.88601273
94,0.46045196
95,0.7843296
96,0.15185179
97,0.85697407
98,0.62773055
99,0.96796304
100,0.37901127
101,0.1602052
102,0.73915476
103,0.1889303
104,0.50378203
105,0.5625859
106,0.28086045
107,0.9361134
108,0.17649238
109,0.3482008
110,0.6568732
111,0.9468737
112,0.25873774
113,0.19949198
114,0.51078296
115,0.93901724
116,0.8720589
117,0.2511331
118,0.8340881
119,0.47645026
120,0.816846
121,0.7368137
122,0.95958924
123,0.24100466
124,0.008422609
125,0.36584258
126,0.7570906
127,0.16334996
128,0.922694
129,0.028311968
130,0.95881444
131,0.09866378
132,0.98677444
133,0.25277567
134,0.7383364
135,0.24966776
136,0.09744969
137,0.639461
138,0.34040427
139,0.9282387
140,0.43107936
141,0.8672532
142,0.19181335
143,0.72831184
144,0.8236946
145,0.18438801
146,0.7880668
147,0.9608126
148,0.19377874
149,0.65633976
150,0.13629979
151,0.1951092
152,0.86070985
153,0.021433376
154,0.31423992
155,0.40678555
156,0.28192073
157,0.9389053
158,0.7442822
159,0.20238994
160,0.6288035
161,0.25863054
162,0.6323571
163,0.02146214
164,0.8537894
165,0.305244
166,0.0053305943
167,0.18698823
