id,prediction
0,0.6219234284760048
1,0.8285661260852933
2,0.258731105559348
3,0.6292150098012501
4,0.28294380024571175
5,0.825296436318788
6,0.12062546730621027
7,0.34798398670749375
8,0.17393328039338035
9,0.6240606339539913
10,0.6677141202287015
11,0.5214658144830794
12,0.9501606548214891
13,0.20615401544556172
14,0.6577893032416406
15,0.8964015239780816
16,0.18029857979184538
17,0.8320910481492955
18,0.7502526797543859
19,0.4515669705268171
20,0.8090190932179046
21,0.6099836691007584
22,0.49901814638405084
23,0.46588062542485864
24,0.23035070203221714
25,0.6225353289469185
26,0.9206205256419845
27,0.8468071907751167
28,0.6811415732795896
29,0.6783710122841968
30,0.6968948030961644
31,0.6489124430582592
32,0.8060982738267113
33,0.25921622801980415
34,0.6984475475037419
35,0.8459565262266561
36,0.2643669899644311
37,0.6825730595388313
38,0.5204501413794522
39,0.25061958352543967
40,0.6973479727236258
41,0.22978646937030206
42,0.18555521480474357
43,0.4631399218652681
44,0.6362225637099175
45,0.6481270008116597
46,0.6806602888004724
47,0.27107104061559517
48,0.9357464969282784
49,0.7323235660183107
50,0.7356105470153544
51,0.20890327711532825
52,0.47785904511232913
53,0.12980941103760538
54,0.47837323563917733
55,0.6104115770704982
56,0.631593381919181
57,0.9088317152945647
58,0.08447261904106079
59,0.22773130801892771
60,0.8562629841928339
61,0.9395414712326444
62,0.7082655012335142
63,0.2608622168365558
64,0.13047589036846924
65,0.5332149782320682
66,0.6787092678580959
67,0.29821469946835627
68,0.18916822094894595
69,0.3493088220697812
70,0.7595362740857123
71,0.7660381245996406
72,0.1626367795605204
73,0.31492470366661157
74,0.2778273820585528
75,0.6193747204211204
76,0.2251725146371389
77,0.51543256329771
78,0.383261154591437
79,0.692668201398474
80,0.3853820828028058
81,0.5086963902617219
82,0.622640875600608
83,0.7413746039643245
84,0.8590028103075196
85,0.1680708678853861
86,0.6005416573563788
87,0.27678104271606774
88,0.5784771279288451
89,0.33213440162171615
90,0.3218420528543908
91,0.05741198662451778
92,0.350889685513276
93,0.799028716166561
94,0.643807267396992
95,0.7673052611938083
96,0.06929968768620029
97,0.7282335034408284
98,0.7195186005608457
99,0.9031299959539943
100,0.45095758429856875
101,0.28754348631610666
102,0.7016915295756694
103,0.2743071513673935
104,0.48278426820378345
105,0.7384829041813216
106,0.5579922014615973
107,0.8546686350955203
108,0.07951797652405057
109,0.48164773644867753
110,0.7301929077435161
111,0.9127116744454928
112,0.22362873642580866
113,0.19832237026811195
114,0.3931347297673943
115,0.8290256417389916
116,0.8414048560937591
117,0.2895587077292985
118,0.7058242320682364
119,0.46982469838612134
120,0.7816378915622213
121,0.8094098478027619
122,0.8122563627326853
123,0.14051382116749536
124,0.03062108508502407
125,0.31476975315302164
126,0.7155723743429665
127,0.17422740307125317
128,0.8359420778820095
129,0.15395275144786247
130,0.9105697691262287
131,0.21002623933741355
132,0.9135118435217833
133,0.31570407161731845
134,0.7733267902163512
135,0.5426255887474943
136,0.41929388599523637
137,0.6919314767605852
138,0.39784497933418683
139,0.8451473066907117
140,0.617249283656007
141,0.6770555720295334
142,0.20888933986631125
143,0.6078183158017813
144,0.7619512189117688
145,0.23254682470766985
146,0.7401843216233129
147,0.8885510248827637
148,0.25744029559438075
149,0.6820400086981208
150,0.27157481673235834
151,0.38817661900503797
152,0.7672283245847512
153,0.1389223415886129
154,0.35634716042297054
155,0.5335308583697915
156,0.27146714778450687
157,0.6548762619557479
158,0.6026719289501473
159,0.26472436564337587
160,0.5334918802715348
161,0.21489792480218142
162,0.5797715447204507
163,0.2295351900747657
164,0.653085560438651
165,0.4305817452060312
166,0.08895956682087887
167,0.13274616795949645
168,0.8412785039184985
169,0.4495326185582421
170,0.8819902090674282
171,0.5342345269943816
172,0.44873547468271563
173,0.07894786830019444
174,0.3286944972168736
175,0.9287501449326159
176,0.8776107327366327
177,0.10946603510487118
178,0.14968833439346352
179,0.30009537697730926
180,0.5364772677845749
181,0.26110170224559387
182,0.47184254156083205
183,0.39808758021452423
184,0.7713354675096337
185,0.630714785663456
186,0.6739803346056605
187,0.42344379694686973
188,0.8826470968942959
189,0.08897630936714122
190,0.34432984010943657
191,0.2391225589074114
192,0.5433712237283896
193,0.9537027896870989
194,0.7271403783660997
195,0.5806356387471507
196,0.8549069407171532
197,0.7274887921646768
198,0.8274130865818113
199,0.2103299086357014
200,0.5795410320047963
201,0.4460453445442317
202,0.2563810662402263
203,0.7351065677666103
204,0.5178152892637802
205,0.8753808640164147
206,0.07573343395734336
207,0.3010936556879757
208,0.421723491920317
