,id,prediction
0,0,0.6700307682455918
1,1,0.9888508070024599
2,2,0.09019893881673713
3,3,0.6399181137615396
4,4,0.14799384637623086
5,5,0.9303409766277967
6,6,0.04807895231768518
7,7,0.1215049182521985
8,8,-0.1663226489261701
9,9,0.6751191048412765
10,10,0.5048477899547936
11,11,0.5025309530245481
12,12,1.0182904295073396
13,13,0.14086869369493563
14,14,0.6782516539500388
15,15,0.9919666523610657
16,16,-0.08958007121712433
17,17,0.9522504163873445
18,18,0.906707294972917
19,19,0.18397072212068077
20,20,0.9006385247431296
21,21,0.664670157174966
22,22,0.4563655902042601
23,23,0.22056788770384492
24,24,0.01932373853752206
25,25,0.724070365025768
26,26,0.961945788351071
27,27,0.9700798293941383
28,28,0.6159922761525126
29,29,0.6428105712597109
30,30,0.7211451278173707
31,31,0.7957541346578898
32,32,0.7278987867531833
33,33,0.05195479293907612
34,34,0.7438360591069749
35,35,0.9000368255616932
36,36,0.2720438411541452
37,37,0.768840103751269
38,38,0.3206958887123017
39,39,0.06209224450425557
40,40,0.5961064344043577
41,41,-0.0035759742586226884
42,42,-0.0841691299179183
43,43,0.3807147000206144
44,44,0.6641832910711493
45,45,0.8034780752208504
46,46,0.6688362967398832
47,47,0.152388427244267
48,48,0.8602321156971549
49,49,0.7158493807364412
50,50,0.8032959780239631
51,51,0.10198240655330104
52,52,0.31512102935689457
53,53,-0.19225673228325724
54,54,0.3732311423208498
55,55,0.6025073879761194
56,56,0.5976343830445847
57,57,1.0670588609953329
58,58,-0.1112144209048849
59,59,0.10417214692452392
60,60,0.945222028180777
61,61,1.020633994546239
62,62,0.6700445931904698
63,63,0.045439921754310136
64,64,-0.0077121272114685085
65,65,0.42297716008491726
66,66,0.7444143288881433
67,67,0.2063930204284268
68,68,0.12770896511534285
69,69,0.3326199890800272
70,70,0.8388028095456408
71,71,0.9039706213819251
72,72,-0.16861029015731147
73,73,0.18971086141083604
74,74,0.2160752713417875
75,75,0.76936099067332
76,76,0.077666409241998
77,77,0.6042285861427438
78,78,0.3894598399097286
79,79,0.8252741353556114
80,80,0.24606956250317702
81,81,0.5390314695869138
82,82,0.6051777132953691
83,83,0.6822282958544217
84,84,0.7080040767087133
85,85,0.026274593379409766
86,86,0.6355962510239697
87,87,0.03622540262445367
88,88,0.5383169668131876
89,89,0.08343901260700554
90,90,0.1581666871761905
91,91,-0.24855385002316352
92,92,0.20957827814969254
93,93,0.9189701691386806
94,94,0.6906950252497306
95,95,0.8733953532270459
96,96,-0.04365415298107087
97,97,0.9111668173728686
98,98,0.884466235629578
99,99,1.0426420161950207
100,100,0.4592385541649918
101,101,0.19618541368165787
102,102,0.7638480020377192
103,103,0.2914317307443565
104,104,0.4476729499787763
