id,prediction
0,0.6720823134230787
1,0.8032185585555505
2,0.2939550814602603
3,0.7322724764724088
4,0.20593604269430213
5,0.8618529708834124
6,0.04082509871401185
7,0.3340517171877463
8,0.19410528283558598
9,0.871157223544099
10,0.7016205068553776
11,0.5503721821509443
12,0.9729801896588285
13,0.20902621142104869
14,0.6930402591172173
15,0.9051955631483647
16,0.20713039664184718
17,0.8653305667876854
18,0.7468996456554851
19,0.4891943401946864
20,0.8229231173110911
21,0.5297643781014474
22,0.4117805534687399
23,0.4875079280535813
24,0.34029795056906575
25,0.6627945611105179
26,0.9333645138203789
27,0.8688812099047667
28,0.6858870993817122
29,0.6430578869248247
30,0.7002641301469159
31,0.6317176391422656
32,0.7862438921110626
33,0.24086090165450563
34,0.605538096736552
35,0.9405827966468399
36,0.20114620051953866
37,0.656380549451779
38,0.5727818001360341
39,0.17031705098761546
40,0.6492037851470983
41,0.20897515179767728
42,0.17183157808724064
43,0.5149695061941314
44,0.6396186070839986
45,0.6526696157198029
46,0.7742999892143437
47,0.3025325628638044
48,0.9285311397239944
49,0.7319956816433498
50,0.8752910207297239
51,0.22695670081457062
52,0.3244444853816396
53,0.12295711393812206
54,0.46605472597106595
55,0.6178917935315603
56,0.6739806814625886
57,0.9015611751196303
58,0.09539429798134212
59,0.2260612197757057
60,0.8464561028082617
61,0.9340453811264642
62,0.7647094413419571
63,0.21222284291851695
64,0.09604688878817688
65,0.5592607372725059
66,0.6726077204503378
67,0.2998708277769603
68,0.2417803014834537
69,0.41007718889945943
70,0.8580792175014722
71,0.7554586371907593
72,0.10745509752277124
73,0.30900499416044797
74,0.2562084090038175
75,0.5906979053212994
76,0.19079342645137215
77,0.6235718452507988
78,0.37398370576321327
79,0.6811691850236793
80,0.39906021411691506
81,0.573510113193209
82,0.6663200515415824
83,0.76436393351204
84,0.8896551460071919
85,0.17447830140161202
86,0.5608112177660433
87,0.17085315113419464
88,0.5937187899882993
89,0.3119571059909976
90,0.26240601563684374
91,0.062271539156358566
92,0.305774228844048
93,0.7667103912571038
94,0.6789094328924382
95,0.8503420719590602
96,0.06728587406104256
97,0.6953327998052472
98,0.693904677817373
99,0.9031983902687687
100,0.48423472386636535
101,0.30799500116871414
102,0.6870378060161475
103,0.3094768574114271
104,0.49872120931341274
105,0.7586171887258842
106,0.5372989672971565
107,0.8841037854727458
108,0.09250611323710736
109,0.5271300874965441
110,0.8392819587782322
111,0.9157102273479761
112,0.31188490923674506
113,0.261692324949372
114,0.419066100050533
115,0.8772982881474801
116,0.8520629423793433
117,0.22500794429265594
118,0.8622354460808758
119,0.5187687475325948
120,0.8049532248080503
121,0.7881843226042742
122,0.7868699029925135
123,0.17616833945637614
124,0.009712607157172736
125,0.2502973476407052
126,0.7317104883397606
127,0.0978252096383522
128,0.8328628628159238
129,0.07989352820597877
130,0.9119059453898902
131,0.2910857438623931
132,0.9666486510202569
133,0.23814849949544045
134,0.8202771967979892
135,0.6595788650521528
136,0.3979713368137095
137,0.6917480306950164
138,0.49401085468638606
139,0.8904602305746906
140,0.6488642877612385
141,0.6920708608715359
142,0.2411833052713261
143,0.6285763508064338
144,0.85120144244598
145,0.28780401042812764
146,0.8145039102759842
147,0.8884324261164325
148,0.22524166502500628
149,0.6505931341464535
150,0.2722192098804651
151,0.3325077001835998
152,0.6675910786712017
153,0.16347870554238128
154,0.3000106449884227
155,0.5242106636754469
156,0.3100130136152376
157,0.7309175416584119
158,0.6757564765251465
159,0.2405351322142844
160,0.5827290351397502
161,0.2150923953635147
162,0.5834923620417864
163,0.09143421337131295
164,0.6696884060095056
165,0.4283277710110984
166,0.00921887554926553
167,0.1823540118924723
168,0.8556270709169093
169,0.45736167703661756
170,0.8835833619191567
171,0.7231573190548068
172,0.4816817259433413
173,0.05619828685029134
174,0.47455226439900045
175,0.930476688979426
176,0.8653783666420007
177,0.03443996983625967
178,0.1728200450178953
179,0.3254706470944118
180,0.5932846187884209
181,0.10966697902126255
182,0.5692293517055391
183,0.29945476981690844
184,0.798097912314822
185,0.6945574135706309
186,0.7968471339759873
187,0.31305113611649554
188,0.8691567314025255
189,0.10258797721960233
190,0.39896295589727415
191,0.26686901266485513
192,0.5446497343474859
193,0.9906583635003152
194,0.7400435104520867
195,0.5849273468785756
196,0.9025574431194169
197,0.77329200460688
198,0.8543948264861376
199,0.2232626219752422
200,0.5726958632000855
201,0.45213082058857273
202,0.2903593548982706
203,0.7283871151664814
204,0.5877649458785139
205,0.8656084512134182
206,0.0944607472085177
207,0.40458877865413784
208,0.539715913140231
209,0.009524698441924962
210,0.43542421287952715
211,0.7278261079360125
212,0.07033736841029385
213,0.30661755544201846
214,0.15564217771772149
215,0.3580736988166372
216,0.8271364995783477
217,0.6649951098024962
218,0.8754266333244475
219,0.8327577137678721
220,0.4457119198181614
221,0.4358714168240449
222,0.2577752893524098
223,0.9463269959304345
224,0.9255257588033411
225,0.5397150617107432
226,0.703928872514487
227,0.020449363990216712
228,0.5163891385633913
229,0.23818110918007793
230,0.27899742045493403
231,0.6051916910812468
232,0.6790442670313842
233,0.7154738743487352
234,0.7061021153899064
235,0.8408363418477611
236,0.47706034208468767
237,0.24470099122968164
238,0.2589617476480271
239,0.6269602418936023
240,0.5799700286345082
241,0.4747889510552435
242,0.19617591165688392
243,0.7531765846096113
244,0.9243584385916638
245,0.772136587381081
246,0.38831419016812757
247,0.8066305412186449
248,0.18826965737494794
249,0.13775401450860558
250,0.9287500567327731
251,0.8468428613330469
252,0.6442161647099234
253,0.6349813720271771
254,0.5592764948373613
255,0.2792227446284371
256,0.7767202032554745
257,0.5415700614765523
258,0.10081951813428705
259,0.726815681262699
260,0.011970349223235546
261,0.6925506105014398
262,0.014117117395067071
263,0.1261854492295721
264,0.1357160202614672
265,0.6344729183246296
266,0.8923854845410639
267,0.9261508215640604
268,0.012033040447717927
269,0.006899581065417576
270,0.21608905293222053
271,0.2022218579977761
272,0.6720365183890058
273,0.8548898137856502
274,0.5266599461329025
275,0.15319580144434639
276,0.8161350425897625
277,0.034261498725911665
278,0.7008170431869136
279,0.8424970674766208
280,0.5983582886228123
281,0.820014166355643
282,0.6201389315401518
283,0.9016114144539662
284,0.39023293920532487
285,0.21557251480307477
286,0.2710245787518991
287,0.21655814578820784
288,0.6443647066488541
289,0.5043665623558
290,0.4900800038836065
291,0.2982342946579917
292,0.23788279581388352
293,0.043807399935601433
294,0.3874427843207413
295,0.6154771123953895
296,0.32364607157318515
297,0.8026279927603571
298,0.2881611976414609
299,0.6198501334757277
300,0.7066898863484488
301,0.3987015105968231
